SHIP_ID,SHIP_DATE,Ship_Mode,Shipping_Cost
Sec_3518,2013-08-15,Second Class,16.78
Sta_47596,2013-08-15,Standard Class,0.85
Sta_47597,2013-08-15,Standard Class,0.3
Sta_41478,2013-08-16,Standard Class,6.37
Fir_8170,2013-08-16,First Class,9.03
Fir_9491,2013-08-16,First Class,8.23
Sta_14858,2013-08-16,Standard Class,7.17
Sta_20449,2013-08-16,Standard Class,30.91
Sta_43074,2013-08-16,Standard Class,27.77
Sta_18382,2013-08-16,Standard Class,3.38
Sta_12811,2013-08-16,Standard Class,11.31
Sta_19257,2013-08-16,Standard Class,17.95
Sec_26541,2013-08-16,Second Class,25.66
Sta_22942,2013-08-16,Standard Class,46.71
Sta_11426,2013-08-16,Standard Class,2.95
Sta_23242,2013-08-16,Standard Class,21.12
Sta_23168,2013-08-16,Standard Class,136.45
Sta_23409,2013-08-16,Standard Class,110.88
Fir_25694,2013-08-16,First Class,60.18
Sta_12132,2013-08-16,Standard Class,18.53
Sta_12133,2013-08-16,Standard Class,14.04
Sta_21986,2013-08-16,Standard Class,86.53
Fir_32802,2013-08-16,First Class,16.13
Sta_18291,2013-08-16,Standard Class,7.97
Sta_21503,2013-08-16,Standard Class,32.92
Sta_40065,2013-08-16,Standard Class,4.76
Sta_14687,2013-08-16,Standard Class,2.2
Fir_5850,2013-08-16,First Class,5.82
Sta_40998,2013-08-16,Standard Class,13.297
Fir_5618,2013-08-16,First Class,3.25
Fir_4679,2013-08-16,First Class,19.47
Sec_31148,2013-08-16,Second Class,4.086
Sec_33656,2013-08-16,Second Class,2.554
Sec_34406,2013-08-16,Second Class,0.606
Sta_35743,2013-08-16,Standard Class,2.82
Sta_36940,2013-08-16,Standard Class,1.82
Sec_50486,2013-08-16,Second Class,273.79
Sta_11971,2013-08-16,Standard Class,3.04
Sta_11838,2013-08-16,Standard Class,8.07
Sta_51079,2013-08-16,Standard Class,55.37
Sta_316,2013-08-16,Standard Class,36.22
Sta_51242,2013-08-16,Standard Class,1.01
Sta_16592,2013-08-17,Standard Class,2.59
Sta_17823,2013-08-17,Standard Class,2.85
Sta_17082,2013-08-17,Standard Class,5.23
Sta_17921,2013-08-17,Standard Class,2.64
Sam_8076,2013-08-17,Same Day,65.79
Sta_19408,2013-08-17,Standard Class,35.03
Sta_21208,2013-08-17,Standard Class,37.349
Sta_12546,2013-08-17,Standard Class,1.941
Sta_13015,2013-08-17,Standard Class,1.793
Sta_38275,2013-08-17,Standard Class,10.191
Fir_6634,2013-08-17,First Class,19.21
Fir_8922,2013-08-17,First Class,18.38
Fir_6539,2013-08-17,First Class,12.58
Fir_6957,2013-08-17,First Class,24.94
Fir_32314,2013-08-17,First Class,31.47
Fir_25050,2013-08-17,First Class,70.89
Fir_8923,2013-08-17,First Class,1.16
Sta_20278,2013-08-17,Standard Class,209.29
Sec_6107,2013-08-17,Second Class,2.7
Sta_37398,2013-08-17,Standard Class,0.69
Sta_42707,2013-08-17,Standard Class,15.43
Sta_42709,2013-08-17,Standard Class,13.08
Sta_42710,2013-08-17,Standard Class,94.89
Sta_42648,2013-08-17,Standard Class,2.49
Sta_42708,2013-08-17,Standard Class,9.41
Sta_39373,2013-08-17,Standard Class,1.61
Sec_32546,2013-08-17,Second Class,9.37
Sec_34226,2013-08-17,Second Class,10.65
Sec_8431,2013-08-17,Second Class,7.55
Sec_9091,2013-08-17,Second Class,22.52
Sec_26066,2013-08-17,Second Class,299.4
Sec_7235,2013-08-17,Second Class,2.78
Sec_3844,2013-08-17,Second Class,0.65
Sta_2855,2013-08-17,Standard Class,3.15
Sta_2857,2013-08-17,Standard Class,3.07
Sta_2856,2013-08-17,Standard Class,5.75
Sta_47214,2013-08-17,Standard Class,9.1
Sta_47333,2013-08-17,Standard Class,35.62
Fir_47672,2013-08-17,First Class,4.78
Fir_2585,2013-08-17,First Class,2.95
Fir_2586,2013-08-17,First Class,24.42
Fir_34225,2013-08-17,First Class,9.1
Fir_30307,2013-08-17,First Class,84.38
Fir_32387,2013-08-17,First Class,14.24
Fir_30306,2013-08-17,First Class,8.28
Fir_25786,2013-08-18,First Class,43.02
Sec_32045,2013-08-18,Second Class,6.238
Sec_32046,2013-08-18,Second Class,2.396
Sec_32044,2013-08-18,Second Class,67.412
Sec_7486,2013-08-18,Second Class,166.26
Sec_7343,2013-08-18,Second Class,1.289
Sec_7755,2013-08-18,Second Class,23.336
Sta_14862,2013-08-18,Standard Class,3.37
Sta_14688,2013-08-18,Standard Class,1.775
Sec_8171,2013-08-18,Second Class,13.12
Sta_23816,2013-08-18,Standard Class,74.65
Sta_10036,2013-08-18,Standard Class,18.75
Sec_6108,2013-08-18,Second Class,117.397
Sec_25886,2013-08-18,Second Class,56.316
Sta_23512,2013-08-18,Standard Class,127.7
Sta_11428,2013-08-18,Standard Class,4.576
Sta_12239,2013-08-18,Standard Class,1.481
Sta_11427,2013-08-18,Standard Class,2.29
Sta_13375,2013-08-18,Standard Class,2.28
Sta_13376,2013-08-18,Standard Class,1.43
Sta_12238,2013-08-18,Standard Class,23.38
Sta_23243,2013-08-18,Standard Class,22.1
Sta_37292,2013-08-18,Standard Class,7.92
Sta_16881,2013-08-18,Standard Class,12.53
Sta_21132,2013-08-18,Standard Class,67.59
Sta_19409,2013-08-18,Standard Class,9.17
Sta_15956,2013-08-18,Standard Class,8.28
Sec_4396,2013-08-18,Second Class,9.23
Sec_26304,2013-08-18,Second Class,93.95
Fir_5930,2013-08-18,First Class,0.95
Fir_4913,2013-08-18,First Class,13.73
Sec_30566,2013-08-18,Second Class,15.63
Sec_33161,2013-08-18,Second Class,1.94
Sta_37002,2013-08-18,Standard Class,2.61
Fir_5495,2013-08-18,First Class,2.71
Fir_5494,2013-08-18,First Class,3.83
Sta_40715,2013-08-18,Standard Class,2.7
Sta_40716,2013-08-18,Standard Class,1.16
Sta_40667,2013-08-18,Standard Class,13.15
Sta_21504,2013-08-18,Standard Class,10.85
Sta_20729,2013-08-18,Standard Class,16.98
Sta_40550,2013-08-18,Standard Class,54.23
Sta_40496,2013-08-18,Standard Class,9.26
Sta_40497,2013-08-18,Standard Class,2.15
Sta_15954,2013-08-18,Standard Class,19.99
Sta_15955,2013-08-18,Standard Class,2.03
Sec_31400,2013-08-18,Second Class,101.754
Sec_31569,2013-08-18,Second Class,4.267
Fir_4912,2013-08-18,First Class,45.896
Sta_15132,2013-08-18,Standard Class,2.96
Sta_14322,2013-08-18,Standard Class,2.52
Sta_14508,2013-08-18,Standard Class,0.36
Fir_33422,2013-08-18,First Class,8.24
Sec_7598,2013-08-18,Second Class,4.337
Sec_7415,2013-08-18,Second Class,0.531
Sec_24669,2013-08-18,Second Class,1.19
Sec_3932,2013-08-18,Second Class,2.53
Sec_3934,2013-08-18,Second Class,3.54
Sec_26540,2013-08-18,Second Class,115.37
Sec_4199,2013-08-18,Second Class,12.82
Sec_3520,2013-08-18,Second Class,38.8
Sec_3933,2013-08-18,Second Class,4.02
Sec_3519,2013-08-18,Second Class,4.46
Sta_14859,2013-08-18,Standard Class,1.16
Sta_15131,2013-08-18,Standard Class,0.77
Sta_18583,2013-08-18,Standard Class,4.64
Sec_47215,2013-08-18,Second Class,12.32
Sec_1261,2013-08-18,Second Class,127.26
Sec_47842,2013-08-18,Second Class,46.0
Sec_47520,2013-08-18,Second Class,0.98
Sec_47841,2013-08-18,Second Class,1.45
Sta_41288,2013-08-19,Standard Class,22.281
Sta_41410,2013-08-19,Standard Class,0.328
Sta_35591,2013-08-19,Standard Class,20.438
Sta_44073,2013-08-19,Standard Class,8.75
Sta_44071,2013-08-19,Standard Class,31.22
Sta_44072,2013-08-19,Standard Class,10.17
Fir_45292,2013-08-19,First Class,1.73
Fir_45291,2013-08-19,First Class,21.95
Sta_44134,2013-08-19,Standard Class,22.36
Sta_44427,2013-08-19,Standard Class,9.1
Sta_44426,2013-08-19,Standard Class,11.1
Sta_44428,2013-08-19,Standard Class,1.31
Sam_45126,2013-08-19,Same Day,5.63
Sta_21505,2013-08-19,Standard Class,75.519
Sta_22206,2013-08-19,Standard Class,23.86
Sta_14507,2013-08-19,Standard Class,1.85
Sta_20450,2013-08-19,Standard Class,42.11
Sta_14860,2013-08-19,Standard Class,3.33
Sta_22065,2013-08-19,Standard Class,10.94
Sta_14861,2013-08-19,Standard Class,1.92
Sta_22064,2013-08-19,Standard Class,14.09
Sta_14321,2013-08-19,Standard Class,16.59
Fir_5621,2013-08-19,First Class,2.16
Fir_25290,2013-08-19,First Class,34.96
Fir_5620,2013-08-19,First Class,2.21
Fir_24761,2013-08-19,First Class,6.65
Fir_5619,2013-08-19,First Class,3.51
Fir_4680,2013-08-19,First Class,4.85
Sec_31983,2013-08-19,Second Class,1.776
Sec_31982,2013-08-19,Second Class,3.974
Sta_18461,2013-08-19,Standard Class,1.71
Sec_29049,2013-08-19,Second Class,44.32
Sec_29048,2013-08-19,Second Class,63.67
Sta_36192,2013-08-19,Standard Class,25.58
Sta_20044,2013-08-19,Standard Class,21.3
Sta_40192,2013-08-19,Standard Class,1.88
Sta_42892,2013-08-19,Standard Class,1.723
Sta_42891,2013-08-19,Standard Class,5.856
Sta_39956,2013-08-19,Standard Class,0.95
Sta_39208,2013-08-19,Standard Class,8.53
Sta_39901,2013-08-19,Standard Class,1.97
Sta_16156,2013-08-19,Standard Class,0.49
Sta_14323,2013-08-19,Standard Class,8.523
Sta_16157,2013-08-19,Standard Class,3.31
Sam_29441,2013-08-19,Same Day,40.77
Sta_41759,2013-08-19,Standard Class,3.54
Sta_41824,2013-08-19,Standard Class,0.83
Sta_41825,2013-08-19,Standard Class,0.23
Sta_17506,2013-08-19,Standard Class,19.8
Sec_2859,2013-08-19,Second Class,1.01
Sec_27712,2013-08-19,Second Class,3.41
Sta_49217,2013-08-19,Standard Class,17.4
Sta_47037,2013-08-19,Standard Class,24.34
Sta_47038,2013-08-19,Standard Class,20.3
Sam_32809,2013-08-19,Same Day,4.03
Sam_32808,2013-08-19,Same Day,161.04
Sam_32810,2013-08-19,Same Day,2.56
Sta_12923,2013-08-19,Standard Class,3.04
Sta_13377,2013-08-19,Standard Class,3.9
Sta_42,2013-08-19,Standard Class,2.15
Sta_51080,2013-08-19,Standard Class,9.52
Sta_45790,2013-08-20,Standard Class,21.37
Sta_45792,2013-08-20,Standard Class,2.09
Sta_45791,2013-08-20,Standard Class,2.18
Sta_44969,2013-08-20,Standard Class,2.68
Sec_25289,2013-08-20,Second Class,52.308
Sec_26067,2013-08-20,Second Class,23.651
Sta_11766,2013-08-20,Standard Class,1.474
Sta_11628,2013-08-20,Standard Class,10.764
Sta_21747,2013-08-20,Standard Class,3.79
Sec_24311,2013-08-20,Second Class,32.95
Sec_4914,2013-08-20,Second Class,32.28
Sec_5367,2013-08-20,Second Class,1.88
Sec_24312,2013-08-20,Second Class,163.42
Sec_6109,2013-08-20,Second Class,1.31
Sec_25557,2013-08-20,Second Class,189.75
Fir_6841,2013-08-20,First Class,3.193
Sec_32805,2013-08-20,Second Class,3.18
Sec_32806,2013-08-20,Second Class,6.62
Sec_32803,2013-08-20,Second Class,5.99
Sec_32804,2013-08-20,Second Class,1.02
Sec_32807,2013-08-20,Second Class,5.36
Sta_40193,2013-08-20,Standard Class,1.14
Sta_39374,2013-08-20,Standard Class,7.41
Sta_39096,2013-08-20,Standard Class,74.53
Sta_10493,2013-08-20,Standard Class,1.54
Sta_15737,2013-08-20,Standard Class,2.19
Sta_14509,2013-08-20,Standard Class,6.79
Sta_40194,2013-08-20,Standard Class,4.88
Sta_17172,2013-08-20,Standard Class,3.71
Sta_16388,2013-08-20,Standard Class,1.24
Sta_37060,2013-08-20,Standard Class,1.71
Sta_37003,2013-08-20,Standard Class,8.3
Sta_21013,2013-08-20,Standard Class,5.39
Sta_40399,2013-08-20,Standard Class,9.76
Sta_14863,2013-08-20,Standard Class,1.91
Sta_21668,2013-08-20,Standard Class,149.76
Sta_39004,2013-08-20,Standard Class,17.583
Sta_15133,2013-08-20,Standard Class,7.799
Sta_41134,2013-08-20,Standard Class,15.6
Sam_32388,2013-08-20,Same Day,265.14
Sam_32389,2013-08-20,Same Day,10.49
Sta_35376,2013-08-20,Standard Class,11.76
Sta_35377,2013-08-20,Standard Class,10.27
Fir_29588,2013-08-20,First Class,234.85
Fir_31683,2013-08-20,First Class,0.29
Fir_29527,2013-08-20,First Class,15.81
Sta_16159,2013-08-20,Standard Class,5.19
Sta_18964,2013-08-20,Standard Class,0.62
Sta_16158,2013-08-20,Standard Class,1.63
Sta_20730,2013-08-20,Standard Class,30.27
Sta_17922,2013-08-20,Standard Class,0.75
Sta_22207,2013-08-20,Standard Class,20.33
Sta_23333,2013-08-20,Standard Class,129.06
Sta_35531,2013-08-20,Standard Class,16.32
Sec_29746,2013-08-20,Second Class,82.7
Sec_24760,2013-08-20,Second Class,13.93
Sec_26303,2013-08-20,Second Class,54.79
Sec_9330,2013-08-20,Second Class,1.84
Sta_46405,2013-08-20,Standard Class,5.11
Sta_50487,2013-08-20,Standard Class,5.21
Sta_35744,2013-08-20,Standard Class,22.67
Sta_22719,2013-08-20,Standard Class,22.49
Sec_6110,2013-08-20,Second Class,3.55
Sec_4397,2013-08-20,Second Class,8.23
Sec_24313,2013-08-20,Second Class,325.32
Sec_5368,2013-08-20,Second Class,9.97
Sec_25291,2013-08-20,Second Class,13.45
Fir_51081,2013-08-20,First Class,38.72
Sta_44432,2013-08-21,Standard Class,10.1
Sta_44429,2013-08-21,Standard Class,32.66
Sta_44431,2013-08-21,Standard Class,3.57
Sta_44430,2013-08-21,Standard Class,2.45
Sta_44433,2013-08-21,Standard Class,4.85
Sec_3521,2013-08-21,Second Class,31.84
Sta_17925,2013-08-21,Standard Class,5.07
Sta_18040,2013-08-21,Standard Class,3.04
Sta_18835,2013-08-21,Standard Class,1.28
Sta_17824,2013-08-21,Standard Class,2.15
Sta_17924,2013-08-21,Standard Class,1.67
Sta_17923,2013-08-21,Standard Class,1.17
Sta_16160,2013-08-21,Standard Class,0.91
Sta_36193,2013-08-21,Standard Class,124.48
Sta_12473,2013-08-21,Standard Class,1.85
Sta_10790,2013-08-21,Standard Class,4.2
Sta_23107,2013-08-21,Standard Class,94.2
Sta_10911,2013-08-21,Standard Class,18.6
Sta_9837,2013-08-21,Standard Class,3.38
Sta_9838,2013-08-21,Standard Class,56.51
Sec_24466,2013-08-21,Second Class,15.74
Sta_16992,2013-08-21,Standard Class,3.643
Sta_10692,2013-08-21,Standard Class,0.435
Sta_10494,2013-08-21,Standard Class,6.127
Sta_36053,2013-08-21,Standard Class,172.128
Sta_11429,2013-08-21,Standard Class,1.225
Fir_32918,2013-08-21,First Class,1.55
Sec_30164,2013-08-21,Second Class,293.78
Sec_30163,2013-08-21,Second Class,61.11
Sec_30162,2013-08-21,Second Class,18.01
Sta_16882,2013-08-21,Standard Class,2.2
Sec_6111,2013-08-21,Second Class,2.41
Sec_5496,2013-08-21,Second Class,2.73
Sec_32159,2013-08-21,Second Class,0.36
Fir_50488,2013-08-21,First Class,32.42
Fir_46468,2013-08-21,First Class,0.58
Sec_46228,2013-08-21,Second Class,2.28
Sec_46227,2013-08-21,Second Class,1.75
Fir_48101,2013-08-21,First Class,5.76
Fir_48103,2013-08-21,First Class,23.4
Fir_48102,2013-08-21,First Class,13.98
Sta_49609,2013-08-21,Standard Class,71.13
Sec_50681,2013-08-21,Second Class,1.87
Sec_738,2013-08-21,Second Class,0.34
Sta_434,2013-08-21,Standard Class,1.57
Fir_32160,2013-08-21,First Class,9.71
Fir_8432,2013-08-22,First Class,8.42
Sam_45293,2013-08-22,Same Day,53.11
Fir_25787,2013-08-22,First Class,149.13
Fir_6540,2013-08-22,First Class,1.38
Sta_40195,2013-08-22,Standard Class,1.63
Sec_9003,2013-08-22,Second Class,22.05
Sec_26713,2013-08-22,Second Class,11.74
Sta_15957,2013-08-22,Standard Class,1.879
Sta_19505,2013-08-22,Standard Class,3.621
Sta_16778,2013-08-22,Standard Class,1.478
Sta_40785,2013-08-22,Standard Class,0.1
Sta_40783,2013-08-22,Standard Class,2.72
Sta_40855,2013-08-22,Standard Class,4.98
Sta_40784,2013-08-22,Standard Class,5.15
Sta_40857,2013-08-22,Standard Class,0.15
Sta_40858,2013-08-22,Standard Class,1.13
Sta_40856,2013-08-22,Standard Class,0.24
Sec_33657,2013-08-22,Second Class,2.952
Sec_24670,2013-08-22,Second Class,10.72
Sta_13220,2013-08-22,Standard Class,0.92
Sta_13221,2013-08-22,Standard Class,3.49
Fir_25695,2013-08-22,First Class,40.78
Fir_26714,2013-08-22,First Class,44.97
Sta_37609,2013-08-22,Standard Class,1.94
Sta_37399,2013-08-22,Standard Class,3.11
Sta_37610,2013-08-22,Standard Class,0.18
Fir_29350,2013-08-22,First Class,10.36
Sta_39672,2013-08-22,Standard Class,4.33
Sta_39377,2013-08-22,Standard Class,0.81
Sta_39375,2013-08-22,Standard Class,3.95
Sta_39378,2013-08-22,Standard Class,0.25
Sta_39376,2013-08-22,Standard Class,1.29
Sta_39673,2013-08-22,Standard Class,2.34
Sta_48483,2013-08-22,Standard Class,10.98
Sta_47463,2013-08-22,Standard Class,0.69
Sta_48259,2013-08-22,Standard Class,1.33
Sta_39674,2013-08-22,Standard Class,1.54
Sta_44971,2013-08-23,Standard Class,0.62
Sta_44970,2013-08-23,Standard Class,3.59
Sta_44972,2013-08-23,Standard Class,18.25
Sta_10693,2013-08-23,Standard Class,10.05
Sta_10495,2013-08-23,Standard Class,1.7
Sec_3522,2013-08-23,Second Class,18.09
Sec_26305,2013-08-23,Second Class,61.0
Sta_19098,2013-08-23,Standard Class,16.75
Sta_18383,2013-08-23,Standard Class,2.02
Sec_30567,2013-08-23,Second Class,149.15
Sam_24468,2013-08-23,Same Day,68.5
Sam_24876,2013-08-23,Same Day,13.32
Sta_21506,2013-08-23,Standard Class,57.08
Fir_25788,2013-08-23,First Class,187.2
Sta_38459,2013-08-23,Standard Class,9.142
Sta_14510,2013-08-23,Standard Class,1.8
Sta_13883,2013-08-23,Standard Class,17.737
Sta_35378,2013-08-23,Standard Class,3.652
Sta_35241,2013-08-23,Standard Class,66.23
Sta_35019,2013-08-23,Standard Class,8.94
Sec_5498,2013-08-23,Second Class,2.23
Sec_5499,2013-08-23,Second Class,15.28
Sec_5497,2013-08-23,Second Class,2.26
Sec_6112,2013-08-23,Second Class,28.25
Sta_40597,2013-08-23,Standard Class,0.04
Sta_40596,2013-08-23,Standard Class,0.48
Sec_34052,2013-08-23,Second Class,2.47
Sec_34051,2013-08-23,Second Class,3.93
Sta_10037,2013-08-23,Standard Class,11.55
Sta_23886,2013-08-23,Standard Class,123.01
Sta_9839,2013-08-23,Standard Class,6.51
Sta_23885,2013-08-23,Standard Class,68.05
Sta_881,2013-08-23,Standard Class,1.74
Sta_28911,2013-08-23,Standard Class,36.27
Sta_270,2013-08-23,Standard Class,2.88
Sta_43,2013-08-23,Standard Class,4.05
Sta_51163,2013-08-23,Standard Class,15.93
Sta_21871,2013-08-24,Standard Class,6.585
Sta_21014,2013-08-24,Standard Class,45.302
Sta_17257,2013-08-24,Standard Class,9.251
Fir_6958,2013-08-24,First Class,4.61
Sta_15958,2013-08-24,Standard Class,2.578
Sta_17256,2013-08-24,Standard Class,4.716
Sta_21507,2013-08-24,Standard Class,8.637
Fir_24314,2013-08-24,First Class,173.645
Fir_25292,2013-08-24,First Class,49.68
Fir_25293,2013-08-24,First Class,51.362
Sta_23727,2013-08-24,Standard Class,4.251
Sta_11629,2013-08-24,Standard Class,9.199
Sta_11839,2013-08-24,Standard Class,5.317
Sta_22829,2013-08-24,Standard Class,1.279
Sta_12134,2013-08-24,Standard Class,2.915
Sec_30873,2013-08-24,Second Class,0.846
Sec_31902,2013-08-24,Second Class,0.687
Sec_30820,2013-08-24,Second Class,23.204
Sec_30874,2013-08-24,Second Class,6.163
Sec_31903,2013-08-24,Second Class,6.842
Sta_15134,2013-08-24,Standard Class,1.71
Sta_43075,2013-08-24,Standard Class,1.41
Sta_43076,2013-08-24,Standard Class,18.09
Sta_16883,2013-08-24,Standard Class,29.36
Sta_13378,2013-08-24,Standard Class,1.89
Sta_13587,2013-08-24,Standard Class,1.07
Sta_12703,2013-08-24,Standard Class,7.71
Sta_12812,2013-08-24,Standard Class,1.38
Sta_20802,2013-08-24,Standard Class,41.11
Sta_20801,2013-08-24,Standard Class,13.96
Sta_13222,2013-08-24,Standard Class,1.83
Sta_38666,2013-08-24,Standard Class,22.58
Sta_38460,2013-08-24,Standard Class,51.6
Sec_7756,2013-08-24,Second Class,14.3
Sec_7089,2013-08-24,Second Class,7.1
Sec_26068,2013-08-24,Second Class,73.56
Sec_8556,2013-08-24,Second Class,13.82
Sec_32431,2013-08-24,Second Class,8.71
Sec_34227,2013-08-24,Second Class,48.37
Sec_30308,2013-08-24,Second Class,66.35
Fir_8557,2013-08-24,First Class,48.74
Fir_24467,2013-08-24,First Class,141.37
Sta_39379,2013-08-24,Standard Class,0.09
Sta_38787,2013-08-24,Standard Class,7.84
Sta_39805,2013-08-24,Standard Class,0.12
Fir_27869,2013-08-24,First Class,1.3
Sec_1091,2013-08-24,Second Class,24.55
Sec_46612,2013-08-24,Second Class,130.94
Sta_16161,2013-08-24,Standard Class,3.68
Fir_48412,2013-08-24,First Class,26.8
Sta_11630,2013-08-25,Standard Class,6.39
Sta_11430,2013-08-25,Standard Class,13.33
Sta_23728,2013-08-25,Standard Class,13.23
Sta_12367,2013-08-25,Standard Class,1.12
Sta_23022,2013-08-25,Standard Class,8.73
Sta_15136,2013-08-25,Standard Class,5.54
Sta_19169,2013-08-25,Standard Class,3.39
Sta_18462,2013-08-25,Standard Class,3.59
Sta_43290,2013-08-25,Standard Class,18.51
Sta_19170,2013-08-25,Standard Class,0.69
Sta_43292,2013-08-25,Standard Class,69.29
Sta_15960,2013-08-25,Standard Class,4.88
Sta_43291,2013-08-25,Standard Class,3.18
Sta_43289,2013-08-25,Standard Class,57.78
Fir_24316,2013-08-25,First Class,186.83
Fir_6730,2013-08-25,First Class,27.08
Sta_15135,2013-08-25,Standard Class,3.6
Sec_8724,2013-08-25,Second Class,45.52
Sta_15959,2013-08-25,Standard Class,0.96
Fir_24573,2013-08-25,First Class,176.63
Fir_25294,2013-08-25,First Class,29.76
Fir_3935,2013-08-25,First Class,45.96
Sta_14511,2013-08-25,Standard Class,12.92
Sta_20621,2013-08-25,Standard Class,9.7
Sta_28626,2013-08-25,Standard Class,3.18
Fir_9092,2013-08-25,First Class,8.2
Fir_27087,2013-08-25,First Class,17.5
Fir_6635,2013-08-25,First Class,31.14
Sec_48260,2013-08-25,Second Class,6.12
Sta_19099,2013-08-26,Standard Class,1.3
Sta_19100,2013-08-26,Standard Class,4.04
Sta_44605,2013-08-26,Standard Class,2.31
Sta_44606,2013-08-26,Standard Class,52.81
Sta_43618,2013-08-26,Standard Class,42.14
Sta_43616,2013-08-26,Standard Class,5.97
Sta_43617,2013-08-26,Standard Class,3.11
Sta_44834,2013-08-26,Standard Class,38.97
Sta_44835,2013-08-26,Standard Class,1.32
Sta_44690,2013-08-26,Standard Class,31.27
Sta_44691,2013-08-26,Standard Class,51.91
Sta_21669,2013-08-26,Standard Class,6.74
Sec_26308,2013-08-26,Second Class,294.25
Sec_26307,2013-08-26,Second Class,3.23
Sec_30165,2013-08-26,Second Class,382.1
Sec_4398,2013-08-26,Second Class,2.885
Sec_6113,2013-08-26,Second Class,4.76
Sec_34682,2013-08-26,Second Class,2.37
Sec_4556,2013-08-26,Second Class,6.02
Sec_4555,2013-08-26,Second Class,12.75
Sta_10320,2013-08-26,Standard Class,8.49
Sta_10319,2013-08-26,Standard Class,0.19
Sta_43186,2013-08-26,Standard Class,20.34
Sta_43134,2013-08-26,Standard Class,5.67
Sta_36007,2013-08-26,Standard Class,660.87
Sta_19626,2013-08-26,Standard Class,3.15
Sta_17926,2013-08-26,Standard Class,1.96
Sta_17379,2013-08-26,Standard Class,12.67
Sta_18671,2013-08-26,Standard Class,2.16
Sta_21670,2013-08-26,Standard Class,7.12
Sta_17927,2013-08-26,Standard Class,1.18
Sta_22458,2013-08-26,Standard Class,1.46
Sec_3761,2013-08-26,Second Class,5.2
Sta_20279,2013-08-26,Standard Class,16.88
Sta_18154,2013-08-26,Standard Class,4.64
Sta_22066,2013-08-26,Standard Class,114.14
Sta_22068,2013-08-26,Standard Class,4.64
Sta_18153,2013-08-26,Standard Class,21.67
Sta_17508,2013-08-26,Standard Class,4.71
Sta_17507,2013-08-26,Standard Class,68.81
Sta_16884,2013-08-26,Standard Class,0.97
Sta_16885,2013-08-26,Standard Class,26.22
Sta_22067,2013-08-26,Standard Class,23.83
Sta_16239,2013-08-26,Standard Class,0.653
Sta_11266,2013-08-26,Standard Class,7.75
Sta_10912,2013-08-26,Standard Class,5.38
Sta_23629,2013-08-26,Standard Class,13.72
Sta_17378,2013-08-26,Standard Class,32.78
Sta_47216,2013-08-26,Standard Class,60.93
Sec_8723,2013-08-26,Second Class,2.79
Sec_7599,2013-08-26,Second Class,2.85
Sec_7757,2013-08-27,Second Class,4.37
Sec_9331,2013-08-27,Second Class,2.96
Sta_44693,2013-08-27,Standard Class,23.96
Sta_44692,2013-08-27,Standard Class,16.73
Sta_44836,2013-08-27,Standard Class,12.25
Sta_13588,2013-08-27,Standard Class,0.76
Sec_45894,2013-08-27,Second Class,1.32
Sec_45893,2013-08-27,Second Class,2.1
Sec_45895,2013-08-27,Second Class,3.67
Sec_45896,2013-08-27,Second Class,2.06
Sta_21324,2013-08-27,Standard Class,201.18
Sta_21508,2013-08-27,Standard Class,77.88
Fir_4915,2013-08-27,First Class,1.58
Sta_10038,2013-08-27,Standard Class,9.38
Sta_12368,2013-08-27,Standard Class,5.749
Sta_38176,2013-08-27,Standard Class,12.37
Sta_37611,2013-08-27,Standard Class,2.6
Sta_37613,2013-08-27,Standard Class,2.75
Sta_37612,2013-08-27,Standard Class,1.98
Sta_16464,2013-08-27,Standard Class,7.62
Sta_10791,2013-08-27,Standard Class,32.06
Fir_9492,2013-08-27,First Class,6.52
Sta_11840,2013-08-27,Standard Class,18.52
Sta_36301,2013-08-27,Standard Class,76.35
Sta_12240,2013-08-27,Standard Class,3.76
Sta_18384,2013-08-27,Standard Class,25.3
Sec_3762,2013-08-27,Second Class,1.03
Sec_26806,2013-08-27,Second Class,107.94
Sec_3261,2013-08-27,Second Class,19.85
Sec_25051,2013-08-27,Second Class,17.39
Sec_30035,2013-08-27,Second Class,43.4
Sta_13380,2013-08-27,Standard Class,5.18
Sta_21987,2013-08-27,Standard Class,84.21
Sta_13589,2013-08-27,Standard Class,6.75
Sec_33084,2013-08-27,Second Class,3.32
Sta_15961,2013-08-27,Standard Class,5.33
Sta_19337,2013-08-27,Standard Class,15.361
Fir_25696,2013-08-27,First Class,205.721
Fir_4916,2013-08-27,First Class,14.266
Sta_39806,2013-08-27,Standard Class,0.68
Sta_38788,2013-08-27,Standard Class,0.35
Sta_38790,2013-08-27,Standard Class,2.76
Sta_39210,2013-08-27,Standard Class,2.8
Sta_39209,2013-08-27,Standard Class,7.2
Sta_39675,2013-08-27,Standard Class,2.12
Sta_38789,2013-08-27,Standard Class,5.07
Sta_38461,2013-08-27,Standard Class,46.14
Sta_40067,2013-08-27,Standard Class,15.79
Sta_39380,2013-08-27,Standard Class,1.09
Sta_40068,2013-08-27,Standard Class,4.45
Sta_40066,2013-08-27,Standard Class,2.59
Fir_33962,2013-08-27,First Class,7.66
Sta_36944,2013-08-27,Standard Class,0.45
Sta_36943,2013-08-27,Standard Class,3.77
Sta_36942,2013-08-27,Standard Class,2.43
Sta_36945,2013-08-27,Standard Class,3.62
Sta_36941,2013-08-27,Standard Class,3.02
